"Timestamp","¿Vas a asistir a la reunión preSAN para estudiantes de grado/doctorado/posdoctorado?","Edad","Seleccioná la opción que mejor te represente.","Seleccioná todas las opciones que correspondan","Ciudad, Provincia","Posición","¿Publicaste alguna búsqueda de estudiante para realizar tesina de licenciatura, candidate a beca doctoral o posdoctoral durante 2020/2021/2022?","En relación a dichas búsquedas durante 2020/2021/2022, ¿cuántas entrevistas concretaste?","En relación a dichas búsquedas y entrevistas, ¿cuántas personas finalmente tomaste para dirigir?","Durante 2020, 2021, 2022, ¿te escribieron estudiantes interesades en tu trabajo/laboratorio que no acudieron específicamente por un llamado publicado?","Contanos tus impresiones sobre el proceso de búsqueda de estudiantes durante el tiempo que llevás dirigiendo... ¿Cambió el número de personas que te contactan? ¿Te cuesta más o menos difundir tus búsquedas? ¿Sentís más o menos competencia con otras posibilidades laborales? ¿Es un asunto que te preocupa o no por ahora?","Carrera, Universidad","Actualmente, ¿estás trabajando en un laboratorio en el área de las neurociencias?","¿Hace cuánto tiempo estás trabajando en un laboratorio en el área de las neurociencias?","¿Ingresaste al laboratorio para realizar una tesis de licenciatura o trabajo final de grado?","¿Cuál es tu intención de realizar un doctorado  en el área de las neurociencias?  ","Marcá todas las opciones que correspondan.","¿Qué alternativas estás considerando?","¿Consideraste otras alternativas laborales?","Seleccioná la opción que mejor te represente","Doctorado, Universidad","¿Qué tipo de beca tenés?","¿En qué estadío de tu doctorado estás?","¿Cuál es tu intención de realizar un posdoctorado en el área de las neurociencias?  ","Marcá todas las opciones que correspondan.","¿Qué alternativas estás considerando?","¿Consideraste otras alternativas laborales?","Seleccioná la opción que mejor te represente","¿Qué tipo de beca tenés?","¿En qué estadío de tu posdoctorado estás?","¿Cuál es tu intención de ingresar a carrera científica en Argentina en el área de las neurociencias?  (independientemente de que hagas o no un segundo posdoctorado)","Marcá todas las opciones que correspondan.","¿Qué alternativas estás considerando?","¿Consideraste otras alternativas laborales?","Seleccioná la opción que mejor te represente","¿Con quién/quiénes conversas sobre tu futuro profesional?","¿Qué pensamientos/emociones te despierta tomar este tipo de decisiones?"
"2022/09/13 3:10:26 PM GMT-3","Probablemente sí","36","Prefiero no responder esta pregunta","No corresponde ninguna de las opciones anteriores","Posadas, Misiones","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","4to año","Tengo pocas intenciones de hacer un posdoctorado en el área de las neurociencias.","No quiero/puedo/me interesa seguir una carrera científica por motivos económicos.;No quiero/puedo/me interesa seguir una carrera científica por motivos relacionados al sistema científico actual.;No quiero/puedo/me interesa seguir una carrera científica por motivos personales.","Análisis de datos / programación;Tareas científicas en industrias;Startups científicas","","","","","","","","","","Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Ansiedad"
"2022/09/13 3:37:03 PM GMT-3","No, soy estudiante pero no puedo asistir.","25","Soy mujer cis","No corresponde ninguna de las opciones anteriores","Buenos Aires","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca AGENCIA","Comenzando (primer o segundo año)","Quiero hacer un posdoctorado en el área de las neurociencias.","","","Sí, pero no me convencieron tanto como la opción de realizar un posdoctorado en el área de las neurociencias.","Quiero hacer un posdoctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Entusiasmo"
"2022/09/13 6:08:47 PM GMT-3","No, soy estudiante pero no puedo asistir.","31","Ninguna de estas opciones me representa","Soy la primera persona con título de educación superior/universitaria en mi familia;Pertenezco a la comunidad LGBTIQ+","La Plata, Bs As","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","+ 5 años, estoy cerca de defender la tesis (dentro del próximo año)","Tengo algunas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.","Incertidumbre"
"2022/09/13 7:22:23 PM GMT-3","Probablemente sí","26","Soy varón cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA","Beca CONICET","Más o menos en la mitad (tercer año)","Tengo muchas intenciones de hacer un posdoctorado en el área de las neurociencias.","","","Sí, pero no tuve una oferta de trabajo concreta.","Quiero hacer un posdoctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.","Ansiedad, incertidumbre, exaltación."
"2022/09/14 1:52:18 PM GMT-3","Probablemente sí","32","Soy mujer cis","Soy la primera persona con título de educación superior/universitaria en mi familia","San Carlos de Bariloche, Rio Negro","Soy estudiante de doctorado","","","","","","","","","","","","","","","UBA","Beca CONICET","+ 5 años, estoy cerca de defender la tesis (dentro del próximo año)","No quiero hacer un posdoctorado  en el área de las neurociencias.","No quiero/puedo/me interesa seguir una carrera científica por motivos relacionados al sistema científico actual.","Comunicación científica;Análisis de datos / programación;Tareas científicas en industrias;Tareas científicas en centros relacionados a la salud (Ej., análisis clínicos, genética, fertilidad)","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.","Me gusta mucho hacer ciencia, pero las malas experiencias me llevaron a esta decisión. Es un poco frustrante dejar el camino andado pero al mismo tiempo espero con ansias el cambio."
"2022/09/14 6:13:05 PM GMT-3","Sí","25","Soy mujer cis","No corresponde ninguna de las opciones anteriores","CABA ","Soy estudiante de doctorado","","","","","","","","","","","","","","","Biología, UBA ","Beca AGENCIA","Comenzando (primer o segundo año)","Quiero hacer un posdoctorado en el área de las neurociencias.","","","No","Quiero hacer un posdoctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","Ansiedad "
"2022/09/20 6:39:10 PM GMT-3","Probablemente sí","21","Soy mujer cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de grado","","","","","","Licenciatura en Ciencias Biológicas, Universidad Favaloro ","Sí, trabajo ad honorem","Menos de 1 año","Sí, pero igualmente hubiera ingresado a algún laboratorio por interés personal.","Quiero hacer un doctorado en el área de las neurociencias.","","","Sí, pero no me convencieron tanto como la opción de realizar un doctorado en el área de las neurociencias.","Haría un doctorado en Argentina, en la misma ciudad en la que resido actualmente.","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Ansiedad, alegria"
"2022/09/21 10:31:01 AM GMT-3","Sí","22","Soy mujer cis","No corresponde ninguna de las opciones anteriores","CABA","Soy estudiante de grado","","","","","","Licenciatura en Psicologia, UF","Sí, trabajo ad honorem","Entre 3 y 4 años","No, ingresé únicamente por interés personal.","Quiero hacer un doctorado en el área de las neurociencias.","","","Sí, pero no me convencieron tanto como la opción de realizar un doctorado en el área de las neurociencias.","Quiero hacer un doctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.","ansiedad, miedo pero tambien expectativas y excitacion"
"2022/09/21 1:52:17 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","39","Soy mujer cis","No corresponde ninguna de las opciones anteriores","CABA","Soy investigador/a/e asistente o adjunto","No","No publiqué ninguna búsqueda","No publiqué ninguna búsqueda","No","Siento menos interes de parte de les estudiantes en realizar tareas de investigación","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/09/22 2:02:20 PM GMT-3","No, no soy estudiante de grado/doctorado/posdoctorado.","51","Soy mujer cis","Soy la primera persona con título de educación superior/universitaria en mi familia","CABA","Soy investigador/a/e independiente","Sí","Más de 4 entrevistas","Entre 2 y 4","Sí","Pese a que mi lab tiene buena convocatoria, es un asunto que me preocupa. En especial porque tengo ideas, proyectos, excelente trato y buena onda para ofrecer pero pocos fondos para desarrollar la tesis. Además, me preocupa el monto de los estipendios porque están muy por debajo de lo que ofrecen las CRO y otras compañías, nuestras competidoras en lo que respecta a RRHH. 
Me cuesta convencer a los postulantes de que un doctorado vale la pena porque las necesidades básicas no están del todo cubiertas.  
Me preocupa también que una vez convencidos de la utilidad de un doctorado, el panorama que encuentran al final de la tesis no es del todo alentador: dificultad para conseguir fondos, comprar reactivos importados y carrera CIC con bajos sueldos (como Inv independiente tengo el mismo sueldo en mano que un doctor recién doctorado cobra en una CRO por llenar un excel...). 
Me encanta mi carrera como investigadora, espero poder transmitirles la pasión, pese a todo.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/09/22 4:57:37 PM GMT-3","No, soy estudiante pero no puedo asistir.","38","Soy varón cis","No corresponde ninguna de las opciones anteriores","San Diego, California","Soy estudiante de posdoctorado","","","","","","","","","","","","","","","","","","","","","","","Otro tipo de beca no CONICET","60-100%","Tengo muchas intenciones de ingresar a carrera científica en el área de las neurociencias.","","","No","Quiero seguir mi carrera científica en el exterior pero aún no tengo ofertas seguras.","No hablo con frecuencia sobre proyectos profesionales futuros.;Amigues/familiares  que pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Me rompe las pelotas tener tanta incertidumbre acerca de mi futuro"
"2022/09/28 12:48:29 PM GMT-3","No, soy estudiante pero no puedo asistir.","33","Soy mujer cis","Soy la primera persona con título de educación superior/universitaria en mi familia","Santa Fe capital, Santa Fe","Soy estudiante de doctorado","","","","","","","","","","","","","","","Ciencias Biológicas, UNL","Beca AGENCIA","Comenzando (primer o segundo año)","Quiero hacer un posdoctorado en el área de las neurociencias.","","","Sí, pero no tuve una oferta de trabajo concreta.","Quiero hacer un posdoctorado en el exterior pero aún no tengo ofertas seguras.","","","","","","","","Amigues/familiares que no pertenecen al ámbito científico.;Estudiantes del laboratorio.;Investigadores/directores del laboratorio.;Investigadores/profesores que no pertenecen al laboratorio en el que trabajo.","Mucho interés por descubrir puertas que se abran en el fututo. Creo que siempre hay oportunidad para seguir aprendiendo. "
